Country,Year,Population,Crude birth rate,Crude death rate,Crude rate of net migration plus statistical adjustment
Iceland,2000,279049,15.3,6.5,6.5
Iceland,2001,283361,14.4,6.1,3.0
Iceland,2002,286575,14.1,6.3,-1.2
Iceland,2003,288471,14.3,6.3,-0.7
Iceland,2004,290570,14.5,6.2,2.0
Iceland,2005,293577,14.4,6.2,13.0
Iceland,2006,299891,14.5,6.3,17.3
Iceland,2007,307672,14.6,6.2,16.6
Iceland,2008,315459,15.2,6.3,3.3
Iceland,2009,319368,15.8,6.3,-15.0
Iceland,2010,317630,15.4,6.4,-6.5
Iceland,2011,318452,14.1,6.2,-4.3
Iceland,2012,319575,14.1,6.1,-0.9
Iceland,2013,321857,13.4,6.7,5.1
Iceland,2014,325671,13.4,6.3,3.4
Iceland,2015,329100,12.5,6.6,4.5
Iceland,2016,332529,12.0,6.9,12.2
Iceland,2017,338349,11.9,6.5,24.1
Iceland,2018,348450,12.0,6.4,18.6
Iceland,2019,356991,12.3,6.3,13.8
Iceland,2020,364134,12.3,6.3,6.7
Iceland,2021,368792,13.1,6.3,13.2
Iceland,2022,376248,11.5,7.0,25.7
Iceland,2023,387758,11.0,6.6,24.0
Italy,1960,50025500,18.1,9.6,-1.6
Italy,1961,50373900,18.4,9.3,-2.7
Italy,1962,50698800,18.4,10.0,-1.3
Italy,1963,51060100,18.7,10.1,-1.2
Italy,1964,51443900,19.7,9.5,-1.2
Italy,1965,51906800,19.0,9.9,-1.2
Italy,1966,52317900,18.7,9.4,-1.6
Italy,1967,52720100,17.9,9.6,-1.5
Italy,1968,53080900,17.5,10.0,-1.7
Italy,1969,53390600,17.4,10.1,-1.8
Italy,1970,53685300,16.7,9.7,-2.0
Italy,1971,53958400,16.8,9.7,-2.8
Italy,1972,54188579,16.3,9.6,0.4
Italy,1973,54574111,16.0,10.0,0.5
Italy,1974,54928700,15.8,9.7,0.5
Italy,1975,55293036,14.9,10.0,0.4
Italy,1976,55588966,14.0,9.9,0.5
Italy,1977,55847553,13.2,9.8,0.4
Italy,1978,56063269,12.6,9.6,0.3
Italy,1979,56247017,11.9,9.6,0.2
Italy,1980,56388480,11.3,9.8,0.1
Italy,1981,56479285,11.0,9.7,-0.6
Italy,1982,56524064,10.9,9.5,-0.8
Italy,1983,56563031,10.6,10.0,-0.6
Italy,1984,56565117,10.4,9.5,-0.5
Italy,1985,56588319,10.2,9.7,-0.4
Italy,1986,56597823,9.8,9.6,-0.3
Italy,1987,56594487,9.7,9.4,-0.1
Italy,1988,56609375,10.1,9.5,0.2
Italy,1989,56649201,9.9,9.4,0.3
Italy,1990,56694360,10.0,9.6,0.4
Italy,1991,56744119,9.9,9.7,0.3
Italy,1992,56772923,10.0,9.6,0.4
Italy,1993,56821250,9.7,9.7,0.4
Italy,1994,56842392,9.4,9.7,0.4
Italy,1995,56844408,9.2,9.8,0.5
Italy,1996,56844197,9.3,9.7,1.0
Italy,1997,56876364,9.4,9.8,0.9
Italy,1998,56904379,9.3,10.0,0.7
Italy,1999,56909109,9.4,9.8,0.6
Italy,2000,56923524,9.5,9.8,0.9
Italy,2001,56960692,9.4,9.6,0.8
Italy,2002,56993270,9.4,9.8,3.7
Italy,2003,57186378,9.5,10.2,8.2
Italy,2004,57611990,9.7,9.5,7.2
Italy,2005,58044368,9.5,9.8,4.4
Italy,2006,58288996,9.6,9.6,3.8
Italy,2007,58510725,9.6,9.7,8.5
Italy,2008,59001769,9.7,9.9,7.2
Italy,2009,59420592,9.6,9.9,4.9
Italy,2010,59690316,9.4,9.8,4.7
Italy,2011,59948497,9.1,9.9,3.4
Italy,2012,60105185,8.9,10.2,4.2
Italy,2013,60277309,8.5,10.0,2.6
Italy,2014,60345917,8.3,9.9,0.8
Italy,2015,60295497,8.1,10.8,0.5
Italy,2016,60163712,7.9,10.2,0.7
Italy,2017,60066734,7.6,10.8,1.0
Italy,2018,59937769,7.3,10.5,10.2
Italy,2019,59816673,7.0,10.6,0.7
Italy,2020,59641488,6.8,12.5,-1.2
Italy,2021,59236213,6.8,11.9,1.6
Italy,2022,59030133,6.7,12.1,4.9
Italy,2023,58997201,6.4,11.2,4.6
Liechtenstein,1960,16274,23.1,7.5,5.9
Liechtenstein,1961,16628,21.3,7.8,15.9
Liechtenstein,1962,17125,20.6,9.5,25.3
Liechtenstein,1963,17761,22.0,8.1,22.8
Liechtenstein,1964,18425,20.6,7.9,22.5
Liechtenstein,1965,19085,20.6,8.1,-1.0
Liechtenstein,1966,19304,18.9,7.8,20.1
Liechtenstein,1967,19916,20.4,7.8,13.1
Liechtenstein,1968,20433,20.7,7.1,25.0
Liechtenstein,1969,21237,19.9,8.0,-26.5
Liechtenstein,1970,20930,20.0,7.7,7.6
Liechtenstein,1971,21350,16.2,8.6,15.6
Liechtenstein,1972,21850,16.2,6.7,16.0
Liechtenstein,1973,22414,17.7,7.8,22.7
Liechtenstein,1974,23156,13.9,6.3,17.5
Liechtenstein,1975,23745,12.8,7.5,3.1
Liechtenstein,1976,23947,14.4,7.4,2.2
Liechtenstein,1977,24169,12.6,6.1,15.8
Liechtenstein,1978,24715,12.5,6.5,19.0
Liechtenstein,1979,25340,14.5,6.8,10.6
Liechtenstein,1980,25809,15.4,6.9,-31.8
Liechtenstein,1981,25215,14.4,6.3,27.5
Liechtenstein,1982,26130,14.6,6.4,1.3
Liechtenstein,1983,26380,13.2,5.7,-2.5
Liechtenstein,1984,26512,15.2,6.7,-2.3
Liechtenstein,1985,26680,13.9,6.4,7.2
Liechtenstein,1986,27076,12.9,6.9,5.9
Liechtenstein,1987,27399,13.2,6.5,4.7
Liechtenstein,1988,27714,14.9,7.0,8.8
Liechtenstein,1989,28181,13.2,6.1,2.5
Liechtenstein,1990,28452,13.2,6.8,13.8
Liechtenstein,1991,29032,14.2,6.4,4.3
Liechtenstein,1992,29386,12.7,6.1,9.7
Liechtenstein,1993,29868,13.8,5.9,6.8
Liechtenstein,1994,30310,11.7,6.8,5.5
Liechtenstein,1995,30629,13.8,7.3,3.1
Liechtenstein,1996,30923,13.1,7.4,1.5
Liechtenstein,1997,31143,13.9,7.4,-0.9
Liechtenstein,1998,31320,12.6,6.6,15.9
Liechtenstein,1999,32015,12.4,6.4,6.7
Liechtenstein,2000,32426,12.9,7.3,7.8
Liechtenstein,2001,32863,12.1,6.6,14.5
Liechtenstein,2002,33525,11.7,6.4,4.7
Liechtenstein,2003,33863,10.2,6.4,8.8
Liechtenstein,2004,34294,10.8,5.7,3.8
Liechtenstein,2005,34600,11.0,6.2,4.0
Liechtenstein,2006,34905,10.3,6.3,3.5
Liechtenstein,2007,35168,10.0,6.4,1.8
Liechtenstein,2008,35356,9.9,5.8,2.5
Liechtenstein,2009,35589,11.4,6.4,3.6
Liechtenstein,2010,35894,9.1,6.6,4.6
Liechtenstein,2011,36149,10.9,6.8,4.9
Liechtenstein,2012,36475,9.7,6.1,6.3
Liechtenstein,2013,36838,9.2,6.7,5.4
Liechtenstein,2014,37129,10.0,7.2,3.6
Liechtenstein,2015,37366,8.7,6.7,4.9
Liechtenstein,2016,37622,10.0,7.2,2.1
Liechtenstein,2017,37810,8.9,6.6,5.7
Liechtenstein,2018,38114,9.9,7.2,4.2
Liechtenstein,2019,38378,9.2,6.8,7.2
Liechtenstein,2020,38747,9.1,8.2,7.0
Liechtenstein,2021,39055,9.6,6.9,3.8
Liechtenstein,2022,39308,9.2,7.1,7.2
Liechtenstein,2023,39677,9.1,6.8,6.4
Lithuania,1960,2755600,22.5,7.8,1.8
Lithuania,1961,2801500,22.2,7.9,1.3
Lithuania,1962,2845600,20.9,8.7,0.2
Lithuania,1963,2881100,19.7,8.0,0.6
Lithuania,1964,2916800,19.0,7.4,0.9
Lithuania,1965,2953600,18.1,7.9,1.8
Lithuania,1966,2989300,18.0,7.9,2.3
Lithuania,1967,3026800,17.7,8.1,2.0
Lithuania,1968,3062000,17.6,8.4,1.7
Lithuania,1969,3095700,17.5,8.7,-1.2
Lithuania,1970,3118941,17.7,8.9,4.5
Lithuania,1971,3160437,17.6,8.5,2.6
Lithuania,1972,3197645,17.0,9.1,2.1
Lithuania,1973,3229598,16.0,9.0,2.1
Lithuania,1974,3259277,15.9,9.0,2.1
Lithuania,1975,3288510,15.7,9.5,1.8
Lithuania,1976,3314794,15.7,9.6,2.2
Lithuania,1977,3342533,15.5,9.8,1.7
Lithuania,1978,3367538,15.3,10.1,1.8
Lithuania,1979,3391490,15.3,10.3,-1.3
Lithuania,1980,3404194,15.2,10.5,0.6
Lithuania,1981,3422210,15.2,10.4,1.4
Lithuania,1982,3443684,15.4,10.1,2.6
Lithuania,1983,3470673,16.5,10.5,2.3
Lithuania,1984,3499711,16.4,11.0,2.9
Lithuania,1985,3528698,16.5,11.1,3.5
Lithuania,1986,3560388,16.7,10.0,3.7
Lithuania,1987,3597439,16.4,10.2,4.3
Lithuania,1988,3635295,15.5,10.3,5.6
Lithuania,1989,3674802,15.1,10.4,0.3
Lithuania,1990,3693708,15.4,10.8,-2.4
Lithuania,1991,3701968,15.1,11.1,-2.9
Lithuania,1992,3706299,14.7,11.2,-6.8
Lithuania,1993,3693929,12.9,12.5,-6.5
Lithuania,1994,3671296,11.6,12.7,-6.6
Lithuania,1995,3642991,11.4,12.5,-6.5
Lithuania,1996,3615212,10.8,11.9,-6.5
Lithuania,1997,3588013,10.6,11.5,-6.3
Lithuania,1998,3562261,10.4,11.5,-6.2
Lithuania,1999,3536401,10.3,11.4,-5.9
Lithuania,2000,3512074,9.8,11.1,-5.8
Lithuania,2001,3486998,9.0,11.6,-6.7
Lithuania,2002,3454637,8.6,11.9,-3.4
Lithuania,2003,3431497,8.8,12.0,-6.3
Lithuania,2004,3398929,8.8,12.2,-9.5
Lithuania,2005,3355220,8.9,13.2,-15.4
Lithuania,2006,3289835,9.1,13.7,-7.5
Lithuania,2007,3249983,9.3,14.1,-6.7
Lithuania,2008,3212605,9.9,13.7,-5.1
Lithuania,2009,3183856,10.2,13.3,-10.1
Lithuania,2010,3141976,9.9,13.6,-25.2
Lithuania,2011,3052588,10.0,13.6,-12.6
Lithuania,2012,3003641,10.0,13.7,-6.0
Lithuania,2013,2974637,9.7,14.0,-4.8
Lithuania,2014,2947862,10.0,13.7,-3.5
Lithuania,2015,2926644,10.3,14.4,-6.7
Lithuania,2016,2895573,10.3,14.3,-8.7
Lithuania,2017,2859077,9.8,14.1,-7.3
Lithuania,2018,2826200,9.5,14.0,-0.4
Lithuania,2019,2812200,8.9,13.6,3.9
Lithuania,2020,2809977,8.4,15.5,7.4
Lithuania,2021,2810761,8.3,17.0,7.0
Lithuania,2022,2805998,7.8,15.1,25.5
Lithuania,2023,2857279,7.2,12.9,15.7
Luxembourg,1960,313050,16.0,11.8,1.7
Luxembourg,1961,314889,16.1,11.4,7.6
Luxembourg,1962,318800,16.0,12.6,8.7
Luxembourg,1963,322700,15.8,12.1,5.0
Luxembourg,1964,325500,16.0,11.8,9.5
Luxembourg,1965,330000,16.0,12.2,5.3
Luxembourg,1966,333000,15.6,12.1,1.9
Luxembourg,1967,334790,14.8,12.3,-1.3
Luxembourg,1968,335200,14.0,12.2,2.1
Luxembourg,1969,336500,13.3,12.4,5.0
Luxembourg,1970,338507,13.0,12.2,3.2
Luxembourg,1971,339841,13.0,12.8,14.9
Luxembourg,1972,345000,11.8,11.9,9.3
Luxembourg,1973,348200,10.8,12.0,14.0
Luxembourg,1974,352700,11.1,12.2,14.3
Luxembourg,1975,357400,11.1,12.2,9.7
Luxembourg,1976,360500,10.9,12.5,2.9
Luxembourg,1977,360962,11.2,11.3,2.3
Luxembourg,1978,361753,11.2,11.6,1.7
Luxembourg,1979,362261,11.2,11.0,3.0
Luxembourg,1980,363450,11.4,11.3,3.7
Luxembourg,1981,364850,12.1,11.2,1.2
Luxembourg,1982,365600,11.8,11.3,-0.9
Luxembourg,1983,365450,11.4,11.3,0.8
Luxembourg,1984,365794,11.5,11.1,0.8
Luxembourg,1985,366202,11.2,11.0,2.5
Luxembourg,1986,367210,11.7,10.8,5.3
Luxembourg,1987,369500,11.4,10.8,6.1
Luxembourg,1988,372000,12.3,10.3,5.7
Luxembourg,1989,374900,12.4,10.6,9.9
Luxembourg,1990,379300,12.9,9.9,10.3
Luxembourg,1991,384400,12.9,9.7,10.2
Luxembourg,1992,389600,13.1,10.3,10.3
Luxembourg,1993,394750,13.5,9.8,10.1
Luxembourg,1994,400200,13.5,9.4,9.4
Luxembourg,1995,405650,13.3,9.3,10.6
Luxembourg,1996,411600,13.7,9.4,8.3
Luxembourg,1997,416850,13.1,9.4,8.6
Luxembourg,1998,422050,12.7,9.2,9.0
Luxembourg,1999,427350,13.0,8.8,10.4
Luxembourg,2000,433600,13.1,8.6,7.9
Luxembourg,2001,439000,12.4,8.4,7.5
Luxembourg,2002,444050,12.0,8.4,5.9
Luxembourg,2003,448300,11.7,9.0,12.0
Luxembourg,2004,454960,11.9,7.8,9.6
Luxembourg,2005,461230,11.5,7.8,13.1
Luxembourg,2006,469086,11.7,8.0,11.3
Luxembourg,2007,476187,11.4,8.1,12.5
Luxembourg,2008,483799,11.5,7.4,15.8
Luxembourg,2009,493500,11.3,7.3,13.2
Luxembourg,2010,502066,11.6,7.4,15.1
Luxembourg,2011,511840,10.9,7.4,21.2
Luxembourg,2012,524853,11.3,7.3,18.9
Luxembourg,2013,537039,11.3,7.0,19.0
Luxembourg,2014,549680,10.9,6.9,19.9
Luxembourg,2015,562958,10.7,7.0,19.6
Luxembourg,2016,576249,10.4,6.8,16.2
Luxembourg,2017,590667,10.4,7.1,15.8
Luxembourg,2018,602005,10.3,7.1,16.3
Luxembourg,2019,613894,10.0,6.9,16.6
Luxembourg,2020,626108,10.2,7.3,10.7
Luxembourg,2021,634730,10.5,7.0,13.2
Luxembourg,2022,645397,9.9,6.8,20.5
Luxembourg,2023,660809,9.5,6.6,14.0
Latvia,1960,2104128,16.7,10.0,9.2
Latvia,1961,2137830,16.7,10.1,7.2
Latvia,1962,2167531,16.1,10.8,7.6
Latvia,1963,2195640,15.3,10.3,8.8
Latvia,1964,2226198,14.8,9.4,7.6
Latvia,1965,2255048,13.8,10.1,5.9
Latvia,1966,2276789,14.0,10.2,1.9
Latvia,1967,2289645,14.0,10.6,6.6
Latvia,1968,2312795,14.1,10.8,6.1
Latvia,1969,2334443,14.0,11.2,4.6
Latvia,1970,2351903,14.6,11.3,2.9
Latvia,1971,2366424,14.8,11.1,4.6
Latvia,1972,2386353,14.6,11.4,4.6
Latvia,1973,2404995,14.1,11.6,6.5
Latvia,1974,2426642,14.3,11.5,5.9
Latvia,1975,2447730,14.2,12.2,4.9
Latvia,1976,2464529,14.0,12.3,3.5
Latvia,1977,2477449,13.8,12.4,4.8
Latvia,1978,2492697,13.7,12.5,3.0
Latvia,1979,2503145,13.8,12.8,1.2
Latvia,1980,2508761,14.1,12.8,1.0
Latvia,1981,2514640,14.2,12.7,2.3
Latvia,1982,2524202,14.8,12.3,3.0
Latvia,1983,2537958,15.9,12.7,3.1
Latvia,1984,2554063,15.9,13.0,3.3
Latvia,1985,2570030,15.4,13.2,4.7
Latvia,1986,2587716,16.1,12.0,5.3
Latvia,1987,2612068,16.0,12.2,7.3
Latvia,1988,2641097,15.6,12.2,6.0
Latvia,1989,2665770,14.6,12.2,-1.5
Latvia,1990,2668140,14.2,13.1,-4.9
Latvia,1991,2658161,13.1,13.1,-5.7
Latvia,1992,2643000,12.1,13.5,-20.5
Latvia,1993,2585675,10.4,15.3,-12.6
Latvia,1994,2540904,9.6,16.6,-9.1
Latvia,1995,2500580,8.7,15.7,-5.5
Latvia,1996,2469531,8.1,14.0,-4.1
Latvia,1997,2444912,7.7,13.8,-3.9
Latvia,1998,2420789,7.6,14.2,-2.4
Latvia,1999,2399248,8.1,13.7,-1.7
Latvia,2000,2381715,8.6,13.6,-6.9
Latvia,2001,2353384,8.4,14.1,-8.2
Latvia,2002,2320956,8.7,14.1,-4.0
Latvia,2003,2299390,9.2,14.2,-5.1
Latvia,2004,2276520,9.1,14.2,-6.8
Latvia,2005,2249724,9.8,14.6,-4.9
Latvia,2006,2227874,10.3,14.9,-4.0
Latvia,2007,2208840,10.9,15.0,-3.6
Latvia,2008,2191810,11.2,14.2,-10.3
Latvia,2009,2162834,10.3,14.0,-16.1
Latvia,2010,2120504,9.4,14.3,-17.0
Latvia,2011,2074605,9.1,13.9,-9.7
Latvia,2012,2044813,9.8,14.3,-5.8
Latvia,2013,2023825,10.2,14.3,-7.1
Latvia,2014,2001468,10.9,14.3,-4.3
Latvia,2015,1986096,11.1,14.4,-5.4
Latvia,2016,1968957,11.2,14.6,-6.2
Latvia,2017,1950116,10.7,14.8,-4.0
Latvia,2018,1934379,10.0,15.0,-2.5
Latvia,2019,1919968,9.8,14.5,-1.8
Latvia,2020,1907675,9.2,15.2,-1.7
Latvia,2021,1893223,9.2,18.4,-0.2
Latvia,2022,1875757,8.5,16.4,11.7
Latvia,2023,1883008,7.7,14.9,1.3
Monaco,2004,32828,25.0,15.9,-1.3
Monaco,2005,33085,,,
Moldova,2000,3644070,10.1,11.3,-1.3
Moldova,2001,3635112,10.0,11.0,-1.0
Moldova,2002,3627812,9.9,11.6,-0.9
Moldova,2003,3618312,10.1,11.9,-1.2
Moldova,2004,3607435,10.6,11.6,-1.0
Moldova,2005,3600436,10.5,12.4,-1.0
Moldova,2006,3589936,10.5,12.0,-0.9
Moldova,2007,3581110,10.6,12.0,-0.9
Moldova,2008,3572703,10.9,11.7,-0.6
Moldova,2009,3567512,11.4,11.8,-0.7
Moldova,2010,3563695,11.4,12.2,0.0
Moldova,2011,3560430,11.0,11.0,-0.2
Moldova,2012,3559541,11.1,11.1,0.0
Moldova,2013,3559497,10.6,10.7,-0.5
Moldova,2014,3557634,10.9,11.1,-0.4
Moldova,2015,3555159,12.7,12.4,-221.7
Moldova,2016,2846327,13.2,13.5,-6.9
Moldova,2017,2825628,13.0,13.1,-15.9
Moldova,2018,2780744,12.5,13.5,-17.6
Moldova,2019,2729634,12.0,13.4,-15.1
Moldova,2020,2684772,11.5,15.3,-11.7
Moldova,2021,2643675,11.2,17.5,-24.0
Moldova,2022,2565030,10.6,14.2,-17.0
Moldova,2023,2512758,9.7,13.7,-32.3
Montenegro,2000,603152,15.2,9.0,-1.5
Montenegro,2001,605988,14.6,8.9,-1.5
Montenegro,2002,608460,13.9,9.0,-1.5
Montenegro,2003,610510,13.6,9.3,-1.5
Montenegro,2004,612214,12.8,9.3,-1.5
Montenegro,2005,613420,12.0,9.5,-3.0
Montenegro,2006,613109,12.3,9.7,-0.1
Montenegro,2007,614624,12.7,9.7,-1.5
Montenegro,2008,615543,13.4,9.3,-1.5
Montenegro,2009,617157,14.0,9.5,-1.5
Montenegro,2010,619001,12.0,9.1,-1.5
Montenegro,2011,619850,11.6,9.4,-1.5
Montenegro,2012,620308,12.0,9.5,-1.5
Montenegro,2013,620893,12.0,9.5,-1.5
Montenegro,2014,621521,12.1,9.7,-1.5
Montenegro,2015,622099,11.9,10.2,-1.5
Montenegro,2016,622218,12.2,10.4,-1.5
Montenegro,2017,622387,11.9,10.5,-1.5
Montenegro,2018,622359,11.7,10.5,-1.5
Montenegro,2019,622182,11.6,10.6,-1.5
Montenegro,2020,621873,11.4,11.7,-1.5
Montenegro,2021,620739,11.4,14.8,-1.5
Montenegro,2022,617683,11.4,11.5,-1.5
Montenegro,2023,616695,,,
North Macedonia,1960,1384451,31.7,10.1,-10.8
North Macedonia,1961,1399403,30.0,9.3,-8.0
North Macedonia,1962,1417200,28.4,11.3,-2.3
North Macedonia,1963,1438342,28.5,9.1,-3.4
North Macedonia,1964,1461522,29.1,9.0,-3.2
North Macedonia,1965,1486469,28.3,8.5,-2.1
North Macedonia,1966,1512988,27.2,8.1,-2.2
North Macedonia,1967,1538694,26.3,8.1,-3.0
North Macedonia,1968,1562211,25.5,7.9,-0.4
North Macedonia,1969,1589217,25.2,8.2,0.2
North Macedonia,1970,1616769,23.2,7.6,-0.5
North Macedonia,1971,1641353,22.9,7.5,0.0
North Macedonia,1972,1666798,22.7,7.8,0.1
North Macedonia,1973,1692113,22.0,7.2,-0.2
North Macedonia,1974,1717090,22.2,7.0,-0.3
North Macedonia,1975,1742780,22.5,7.2,0.1
North Macedonia,1976,1769890,22.3,6.9,-0.1
North Macedonia,1977,1797145,21.5,7.1,0.0
North Macedonia,1978,1823151,21.1,6.8,0.0
North Macedonia,1979,1849388,21.1,6.8,1.0
North Macedonia,1980,1878067,21.0,7.2,0.1
North Macedonia,1981,1904570,20.6,7.0,-1.0
North Macedonia,1982,1928856,20.5,7.0,-0.1
North Macedonia,1983,1954972,19.9,7.3,0.2
North Macedonia,1984,1980139,19.5,7.1,-0.1
North Macedonia,1985,2004709,19.2,7.1,0.1
North Macedonia,1986,2029175,18.7,7.1,0.0
North Macedonia,1987,2052953,18.7,7.1,0.1
North Macedonia,1988,2077056,18.1,7.0,-0.1
North Macedonia,1989,2100246,18.1,7.3,-125.1
North Macedonia,1990,1873109,18.8,7.8,-1.6
North Macedonia,1991,1890872,18.3,7.8,-1.0
North Macedonia,1992,1908941,16.7,8.1,67.9
North Macedonia,1993,2061000,16.2,7.8,-70.6
North Macedonia,1994,1936741,17.2,8.1,1.4
North Macedonia,1995,1957265,16.4,8.3,-0.7
North Macedonia,1996,1971687,15.8,8.1,2.2
North Macedonia,1997,1991398,14.8,8.3,-1.0
North Macedonia,1998,2002340,14.6,8.4,-1.0
North Macedonia,1999,2012705,13.5,8.3,-0.8
North Macedonia,2000,2021578,14.5,8.5,-1.2
North Macedonia,2001,2031112,13.3,8.3,-1.3
North Macedonia,2002,2038651,13.7,8.8,-12.2
North Macedonia,2003,2023654,13.3,8.9,-1.4
North Macedonia,2004,2029892,11.5,8.8,-0.1
North Macedonia,2005,2035196,11.0,9.0,-0.4
North Macedonia,2006,2038514,11.1,9.1,-0.3
North Macedonia,2007,2041941,11.1,9.6,0.1
North Macedonia,2008,2045177,11.2,9.3,-0.3
North Macedonia,2009,2048619,11.5,9.3,-0.3
North Macedonia,2010,2052722,11.8,9.3,-0.3
North Macedonia,2011,2057284,11.1,9.5,-0.4
North Macedonia,2012,2059794,11.4,9.8,-0.5
North Macedonia,2013,2062294,11.2,9.3,-0.2
North Macedonia,2014,2065769,11.4,9.5,-0.2
North Macedonia,2015,2069172,11.1,9.9,-0.2
North Macedonia,2016,2071278,11.1,9.9,-0.1
North Macedonia,2017,2073702,10.5,9.8,0.1
North Macedonia,2018,2075301,10.3,9.5,0.1
North Macedonia,2019,2077132,9.6,9.8,-0.1
North Macedonia,2020,2076255,9.2,12.4,-0.4
North Macedonia,2021,2068808,9.5,14.6,-113.6
North Macedonia,2022,1837114,9.9,12.2,-1.5
North Macedonia,2023,1829954,9.2,11.0,-0.1
Malta,1960,327200,26.2,8.6,-21.6
Malta,1965,320600,17.7,9.4,-19.5
Malta,1970,302500,17.6,10.1,-6.4
Malta,1971,302800,18.4,10.2,-8.8
Malta,1975,301892,18.8,9.5,6.0
Malta,1976,306551,18.6,9.7,-14.0
Malta,1977,304997,18.9,9.4,3.3
Malta,1978,308942,18.2,10.5,0.3
Malta,1979,311421,18.6,9.5,3.1
Malta,1980,315262,17.7,10.2,1.2
Malta,1981,318028,16.6,9.6,-1.0
Malta,1982,319936,18.1,9.4,27.8
Malta,1983,331859,17.1,9.5,-15.7
Malta,1984,329189,16.9,8.8,0.4
Malta,1985,331997,16.1,8.4,18.8
Malta,1986,340907,15.3,8.3,0.0
Malta,1987,343334,15.4,8.4,-0.3
Malta,1988,345636,15.9,7.8,1.6
Malta,1989,349014,15.9,7.4,1.3
Malta,1990,352430,15.2,7.8,2.4
Malta,1991,361908,14.6,7.9,4.0
Malta,1992,365781,14.9,7.9,3.0
Malta,1993,369455,13.9,7.3,3.4
Malta,1994,373161,12.9,7.2,3.1
Malta,1995,376433,12.2,7.2,0.2
Malta,1996,378404,13.3,7.3,1.9
Malta,1997,381405,12.7,7.5,2.1
Malta,1998,384176,12.1,7.8,1.5
Malta,1999,386397,11.4,7.9,2.7
Malta,2000,388759,11.3,7.5,3.1
Malta,2001,391415,10.1,7.4,5.5
Malta,2002,394641,9.9,7.6,4.4
Malta,2003,397296,10.2,7.9,4.2
Malta,2004,399867,9.7,7.5,4.8
Malta,2005,402668,9.6,7.8,4.0
Malta,2006,404999,9.3,7.9,0.1
Malta,2007,405616,9.3,7.6,3.8
Malta,2008,407832,9.8,7.9,5.7
Malta,2009,410926,9.8,7.8,5.6
Malta,2010,414027,9.4,7.3,0.2
Malta,2011,414989,10.0,7.8,4.0
Malta,2012,417546,9.8,8.1,10.1
Malta,2013,421464,9.5,7.6,13.9
Malta,2014,428156,9.7,7.5,22.4
Malta,2015,438805,9.7,7.7,22.4
Malta,2016,449635,9.8,7.4,18.9
Malta,2017,459375,9.2,7.6,31.5
Malta,2018,474837,9.2,7.6,35.9
Malta,2019,492968,8.6,7.3,42.1
Malta,2020,514855,8.6,7.9,1.8
Malta,2021,516125,8.5,8.0,7.4
Malta,2022,520174,8.1,8.0,41.0
Malta,2023,542051,8.1,7.3,37.9
Netherlands,1960,11417254,20.8,7.6,-1.1
Netherlands,1961,11556008,21.3,7.6,0.5
Netherlands,1962,11721416,20.9,7.9,1.4
Netherlands,1963,11889962,20.9,8.0,-0.2
Netherlands,1964,12041970,20.7,7.7,1.1
Netherlands,1965,12212269,19.9,8.0,1.4
Netherlands,1966,12377194,19.2,8.1,1.5
Netherlands,1967,12535307,18.9,7.9,-1.0
Netherlands,1968,12661095,18.6,8.2,0.4
Netherlands,1969,12798346,19.2,8.4,1.5
Netherlands,1970,12957621,18.3,8.4,2.5
Netherlands,1971,13119430,17.2,8.4,2.5
Netherlands,1972,13269563,16.1,8.5,1.3
Netherlands,1973,13387623,14.5,8.2,1.4
Netherlands,1974,13491020,13.7,8.1,2.3
Netherlands,1975,13599092,13.0,8.3,5.1
Netherlands,1976,13733578,12.9,8.3,1.3
Netherlands,1977,13814495,12.5,7.9,1.5
Netherlands,1978,13897874,12.6,8.2,1.9
Netherlands,1979,13985526,12.5,8.0,3.1
Netherlands,1980,14091014,12.8,8.1,3.6
Netherlands,1981,14208586,12.5,8.1,1.0
Netherlands,1982,14285829,12.0,8.2,-0.1
Netherlands,1983,14339551,11.8,8.2,0.2
Netherlands,1984,14394589,12.1,8.3,0.3
Netherlands,1985,14453833,12.3,8.5,1.4
Netherlands,1986,14529430,12.7,8.6,1.8
Netherlands,1987,14615125,12.7,8.3,2.4
Netherlands,1988,14714948,12.6,8.4,1.9
Netherlands,1989,14805240,12.7,8.7,1.8
Netherlands,1990,14892574,13.2,8.6,3.3
Netherlands,1991,15010445,13.2,8.6,3.3
Netherlands,1992,15129150,13.0,8.6,2.8
Netherlands,1993,15239182,12.8,9.0,2.9
Netherlands,1994,15341553,12.7,8.7,1.3
Netherlands,1995,15424122,12.3,8.8,1.0
Netherlands,1996,15493889,12.2,8.9,1.4
Netherlands,1997,15567107,12.3,8.7,1.9
Netherlands,1998,15654192,12.7,8.8,2.8
Netherlands,1999,15760225,12.7,8.9,2.8
Netherlands,2000,15863950,13.0,8.8,3.6
Netherlands,2001,15987075,12.6,8.7,3.5
Netherlands,2002,16105285,12.5,8.8,1.7
Netherlands,2003,16192572,12.3,8.7,0.4
Netherlands,2004,16258032,11.9,8.4,-0.6
Netherlands,2005,16305526,11.5,8.4,-1.4
Netherlands,2006,16334210,11.3,8.3,-1.6
Netherlands,2007,16357992,11.1,8.1,-0.1
Netherlands,2008,16405399,11.2,8.2,1.9
Netherlands,2009,16485787,11.2,8.1,2.3
Netherlands,2010,16574989,11.1,8.2,2.0
Netherlands,2011,16655799,10.8,8.1,1.8
