Country,Year,Population,Crude birth rate,Crude death rate,Crude rate of net migration plus statistical adjustment
Ukraine,2014,45245894,,,
Ukraine,2015,42759661,9.6,13.9,0.3
Ukraine,2016,42590879,9.3,13.7,0.2
Ukraine,2017,42414905,8.6,13.6,0.3
Ukraine,2018,42216766,8.0,14.0,0.4
Ukraine,2019,41983564,7.4,13.9,0.5
Ukraine,2020,41732779,7.1,14.8,0.2
Ukraine,2021,41418717,,,
Ukraine,2022,40997698,,,
United Kingdom,1960,52200000,17.5,11.5,1.6
United Kingdom,1961,52600000,17.9,12.0,1.7
United Kingdom,1962,53000000,18.3,11.9,3.0
United Kingdom,1963,53500000,18.5,12.2,-0.7
United Kingdom,1964,53800000,18.8,11.3,-0.1
United Kingdom,1965,54200000,18.3,11.6,-1.4
United Kingdom,1966,54496100,17.9,11.8,-0.5
United Kingdom,1967,54800900,17.5,11.2,-1.1
United Kingdom,1968,55086300,17.2,11.9,-0.7
United Kingdom,1969,55337100,16.6,11.9,-0.9
United Kingdom,1970,55546400,16.2,11.8,-0.3
United Kingdom,1971,55780100,16.1,11.5,-0.4
United Kingdom,1972,56012345,14.9,12.0,-0.2
United Kingdom,1973,56159785,13.9,11.9,-0.7
United Kingdom,1974,56229268,13.1,11.9,-1.2
United Kingdom,1975,56230680,12.4,11.8,-0.8
United Kingdom,1976,56220920,12.0,12.1,-0.2
United Kingdom,1977,56203016,11.7,11.7,-0.4
United Kingdom,1978,56183968,12.2,11.9,0.1
United Kingdom,1979,56209039,13.1,12.0,0.3
United Kingdom,1980,56284863,13.4,11.7,-0.6
United Kingdom,1981,56343569,13.0,11.7,-1.6
United Kingdom,1982,56324088,12.8,11.8,-1.4
United Kingdom,1983,56303194,12.8,11.7,-0.1
United Kingdom,1984,56362502,12.9,11.4,0.6
United Kingdom,1985,56481641,13.3,11.9,1.0
United Kingdom,1986,56618895,13.3,11.7,0.5
United Kingdom,1987,56743897,13.7,11.3,-0.3
United Kingdom,1988,56860203,13.8,11.4,0.0
United Kingdom,1989,56996450,13.6,11.5,0.7
United Kingdom,1990,57156972,13.9,11.2,0.4
United Kingdom,1991,57338199,13.8,11.3,0.5
United Kingdom,1992,57511594,13.6,11.0,-0.2
United Kingdom,1993,57649210,13.2,11.4,0.6
United Kingdom,1994,57788017,13.0,10.8,0.6
United Kingdom,1995,57943472,12.6,11.1,1.1
United Kingdom,1996,58094587,12.6,10.9,0.8
United Kingdom,1997,58239312,12.5,10.8,1.0
United Kingdom,1998,58394596,12.3,10.8,1.7
United Kingdom,1999,58579685,11.9,10.8,2.3
United Kingdom,2000,58785246,11.5,10.3,2.4
United Kingdom,2001,58999781,11.3,10.2,2.9
United Kingdom,2002,59239564,11.3,10.2,3.4
United Kingdom,2003,59501394,11.7,10.2,3.5
United Kingdom,2004,59793759,11.9,9.7,4.3
United Kingdom,2005,60182050,12.0,9.6,4.9
United Kingdom,2006,60620361,12.3,9.4,4.5
United Kingdom,2007,61073279,12.6,9.4,4.9
United Kingdom,2008,61571647,12.9,9.4,4.1
United Kingdom,2009,62042343,12.7,9.0,3.8
United Kingdom,2010,62510197,12.9,8.9,4.2
United Kingdom,2011,63022532,12.8,8.7,3.4
United Kingdom,2012,63495088,12.8,8.9,2.6
United Kingdom,2013,63905342,12.1,9.0,3.8
United Kingdom,2014,64351203,12.0,8.8,4.6
United Kingdom,2015,64853393,11.9,9.2,5.4
United Kingdom,2016,65379044,11.8,9.1,4.4
United Kingdom,2017,65844142,11.4,9.2,4.2
United Kingdom,2018,66273576,11.0,9.2,3.9
United Kingdom,2019,66647112,10.7,9.0,4.0
United Kingdom,2020,67025542,,,
